LOAN,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,VALUE_missing,DEROG_missing,DEBTINC_missing,JOB_Office,JOB_Sales
1.5736041037678934,-0.3675171171684566,1.3312527144762618,0.2888533050600047,-0.8909359957956989,0.06390985998052849,0.9276472391440662,0,0,0,0,0
0.6515626649672542,-0.3675171171684566,-0.4950295309272489,0.09282790742331286,0.24418474888756317,0.2629234130048267,0.5837819674476703,0,0,0,0,0
-0.9957599733904163,-0.3675171171684566,-0.4950295309272489,0.019750269369291813,1.3793054935708253,1.357497954638467,0.13808841985549652,0,0,1,0,1
0.9893418382514847,-0.3675171171684566,-0.4950295309272489,1.4969485479362852,0.24418474888756317,0.9594708485898704,0.3389558542177082,0,0,0,0,1
0.8881973868573594,-0.3675171171684566,-0.4950295309272489,1.8344276631788943,-0.8909359957956989,1.2579911781263178,0.44783307565674074,0,0,0,0,0
0.2604838861351169,-0.3675171171684566,-0.4950295309272489,1.6414542418846048,-0.8909359957956989,-1.6277053407260063,0.856948247244332,0,0,0,0,1
0.794613672040904,1.9690605491275401,-0.4950295309272489,1.5268384537380073,0.9081878183179455,0.7604572955655722,-0.20664172176151244,0,0,0,0,0
-0.762862947997901,2.9216696326942353,2.5213526886087685,0.11561827484484988,0.9081878183179455,0.8599640720777213,0.8606413455068823,0,0,0,1,0
1.975959662061031,-0.3675171171684566,-0.4950295309272489,-2.1617889490769637,-0.8909359957956989,-1.9262256702624536,0.13808841985549652,0,0,1,0,0
0.9204395581864904,-0.3675171171684566,-0.4950295309272489,1.4642852453746211,1.3793054935708253,2.352565719759958,-0.2313143541970904,0,0,0,0,0
0.7669266292771753,1.9690605491275401,2.075817331874936,-1.0113034736646869,0.9081878183179455,-0.6326375756045153,0.13808841985549652,0,0,1,1,0
2.9219301533851976,-0.3675171171684566,-0.4950295309272489,0.38327311802331504,-0.8909359957956989,-0.5331307990923662,0.13808841985549652,0,0,1,0,0
0.7387930201064241,-0.3675171171684566,-0.4950295309272489,0.18875015987743834,-0.8909359957956989,0.46193696602912493,-0.19922864839444931,0,0,0,0,0
0.6214887974949714,1.9690605491275401,2.831380275788433,-1.3277774579950985,0.9081878183179455,0.561443742541274,0.13808841985549652,0,0,1,0,0
-0.3871322089170057,-0.3675171171684566,-0.4950295309272489,0.3218351974376509,-0.8909359957956989,3.347633484881449,0.1381005248421571,0,0,0,1,0
0.9646002257661463,-0.3675171171684566,1.3312527144762618,-0.5986163477585699,0.9081878183179455,0.7604572955655722,0.8090555917843291,0,0,0,0,0
-0.2695021021660745,-0.3675171171684566,-0.4950295309272489,1.501848562408241,-0.8909359957956989,-0.3341172460680679,-0.9488132370856976,0,0,0,0,0
0.5753828679415245,-0.3675171171684566,-0.4950295309272489,-1.7857756804968845,0.9081878183179455,-1.329185011189559,0.5933273291601996,0,0,0,0,0
-0.12406831472510521,-0.3675171171684566,-0.4950295309272489,1.0763836101803126,-0.8909359957956989,-0.035596916531620615,-0.9086654914833713,0,0,0,0,0
